ID,SKU,Name,Old Categories,New Categories,Status
1699,SSARG2G,Argon Regulator 1 Stage 2 Gauge 10 Bar,Welding Equipment,WELDING MACHINES > Welding Machines,MAPPED
1716,BCG30CHN,Guide Chain 2.4 m (BCG30CHN),Gas & Plasma Cutting Machines > Gas Cutting Machines (Oxy-Fuel),PLASMA CUTTING > Oxy-Fuel Cutting Machines > Gas Cutting Machines (Oxy-Fuel),MAPPED
1718,BCG31-WWVP,Straight Line Cutting Machine - Oxy-Acetylene,"Welding Equipment > Oxy-Fuel Equipment > Cutting Machines > Straight Line Cutting Machines, Gas & Plasma Cutting Machines > Gas Cutting Machines (Oxy-Fuel) > Straight Line Cutting Machines",PLASMA CUTTING > Oxy-Fuel Cutting Machines > Straight Line Cutting Machines,MAPPED
1720,BCG30ITCH,Replacement Torch for Straight Line Cutting Machine,"Welding Equipment > Oxy-Fuel Equipment > Cutting Machines > Straight Line Cutting Machines, Gas & Plasma Cutting Machines > Gas Cutting Machines (Oxy-Fuel) > Straight Line Cutting Machines",PLASMA CUTTING > Oxy-Fuel Cutting Machines > Straight Line Cutting Machines,MAPPED
1721,BCG31ITRK,Straight Line Cutting Machine Track - 1.2 m (2 Pieces) (BCG31ITRK),"Welding Equipment > Oxy-Fuel Equipment > Cutting Machines > Straight Line Cutting Machines, Gas & Plasma Cutting Machines > Gas Cutting Machines (Oxy-Fuel) > Straight Line Cutting Machines",PLASMA CUTTING > Oxy-Fuel Cutting Machines > Straight Line Cutting Machines,MAPPED
1723,9500,Oxy-Acetylene Pipe Cutter with 2.4m Chain,Gas & Plasma Cutting Machines > Gas Cutting Machines (Oxy-Fuel) > Pipe Cutting Machines (Oxy-Acetylene),PLASMA CUTTING > Oxy-Fuel Cutting Machines > Pipe Cutting Machines (Oxy),MAPPED
1725,BCG30PCM49,Torch for Manual Chain Driven Pipe Cutting Machine (BCG30PCM49),Gas & Plasma Cutting Machines > Gas Cutting Machines (Oxy-Fuel) > Pipe Cutting Machines (Oxy-Acetylene),PLASMA CUTTING > Oxy-Fuel Cutting Machines > Pipe Cutting Machines (Oxy),MAPPED
1726,BCGCIRCLE31,Straight Line Cutter Circle Cutting Guide - Model 31,Welding Equipment > Oxy-Fuel Equipment > Cutting Machines > Straight Line Cutting Machines,PLASMA CUTTING > Oxy-Fuel Cutting Machines > Straight Line Cutting Machines,MAPPED
1728,BU100B,British Style NM Type 18/90 Cutter (BU100B),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1730,BU100B75,NM Type 18/75 Gas Cutting Torch (BU100B75),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1731,BU200B,NM Type 27/90 Gas Cutting Torch (BU200B),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1734,BU300B/2002/36-90,NM Type 36/90 Gas Cutting Torch (BU300B/2002/36-90),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1735,BU300B180,British Style NM Type 36/180 Cutter (BU300B180),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1736,BU300B75,NM Type 36/75 Gas Cutting Torch (BU300B75),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1737,BU400B,NM Type 48/90 Gas Cutting Torch (BU400B),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1738,BU400B180,British Style NM Type 48/180 Cutter (BU400B180),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1739,BU400B75,NM Type 48/75 Gas Cutting Torch (BU400B75),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1740,BU600B,NM Type 60/90 Gas Cutting Torch (BU600B),Welding Equipment > Oxy-Fuel Equipment > Oxy Fuel Torches > Gas Cutting Torches,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment > Gas Cutting Torches,MAPPED
1750,DZ10002,Cylinder Trolley Oxygen/Propane (DZ10002),Gas Delivery & Control > Gas Cylinder Storage & Handling > Gas Cylinder Trolleys & Handling > Gas Cylinder Trolleys > Gas Cylinder Trolleys - Non UK Made,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > Gas Cylinder Trolleys",MAPPED
1751,DZ151549ALT,Cylinder Trolley Oxygen/Propane (DZ151549ALT),Gas Delivery & Control > Gas Cylinder Storage & Handling > Gas Cylinder Trolleys & Handling > Gas Cylinder Trolleys > Gas Cylinder Trolleys - Non UK Made,"GAS & OXY-FUEL > Gas Hoses, Fittings & Storage > Gas Cylinder Trolleys",MAPPED
1753,EAD005,Tig Gloves Mordant Leather,Safety Equipment > Welding Gloves & Gauntlets,SAFETY & PPE > Welding Protective Clothing > Welding Gloves & Gauntlets,MAPPED
1755,EAD006,Fine Hide Yellow Tig Gloves,Safety Equipment > Welding Gloves & Gauntlets,SAFETY & PPE > Welding Protective Clothing > Welding Gloves & Gauntlets,MAPPED
1768,ELC231010,K3 Carbon Gouging Torch Cable Assembly - 7FT (ELC231010),Gas & Plasma Cutting Machines > Carbon Arc-Air Gouging Equipment > Carbon Arc Gouging Torches,ARC WELDING > Arc Welding Accessories > Carbon Arc Gouging Torches,MAPPED
1770,ELC231030,K4000 Carbon Gouging Torch Cable Assembly - (ELC231030),Gas & Plasma Cutting Machines > Carbon Arc-Air Gouging Equipment > Carbon Arc Gouging Torches,ARC WELDING > Arc Welding Accessories > Carbon Arc Gouging Torches,MAPPED
1773,ELCK3,ArcAir Style K3 600A Straight Carbon Arc Gouging Torch &amp; Cable Assembly (ELCK3),Gas & Plasma Cutting Machines > Carbon Arc-Air Gouging Equipment > Carbon Arc Gouging Torches,ARC WELDING > Arc Welding Accessories > Carbon Arc Gouging Torches,MAPPED
1775,ELCK4/1129,ArcAir Style K4 1000A Angle Carbon Arc Gouging Torch &amp; Cable Assembly,Gas & Plasma Cutting Machines > Carbon Arc-Air Gouging Equipment > Carbon Arc Gouging Torches,ARC WELDING > Arc Welding Accessories > Carbon Arc Gouging Torches,MAPPED
1783,ESF240040,Aluminised Welders Hood c/w  Flip Up Goggle,Safety Equipment > Welding Helmets & Masks > Welding Masks,SAFETY & PPE > Welding Helmets & Eye Protection > Welding Masks,MAPPED
1785,ESF5010,Welding Blanket - Super Light Duty - Glass Fibre 550°C (Various Sizes) - 1m x 2m,,,NO_CATEGORY
1787,ESF5011,Welding Blanket - Super Light Duty - Glass Fibre 550°C (Various Sizes) - 2m x 1.9m,,,NO_CATEGORY
1788,ESF5015,Welding Blanket - Super Light Duty - Glass Fibre 550°C (Various Sizes) - 1m x 50m,,,NO_CATEGORY
1789,ESF5016,Super Light Duty Protecto Welding Blanket 2 m x 50 m DISCONTINUED,Safety Equipment > Welding Blankets & Mats,SAFETY & PPE > Welding Workspace Safety > Welding Blankets & Mats,MAPPED
1790,ESF5020,Welding Blanket - Light Duty - Coated Glass Fibre 600°C (Various Sizes) - 1m x 2m,,,NO_CATEGORY
1792,ESF5021,Welding Blanket - Light Duty - Coated Glass Fibre 600°C (Various Sizes) - 2m x 2m,,,NO_CATEGORY
1793,ESF5025,Welding Blanket - Light Duty - Coated Glass Fibre 600°C (Various Sizes) - 1m x 50m,,,NO_CATEGORY
1794,ESF5030,Welding Blanket – Medium Duty - Glass Fibre 1000°C (Various Sizes) - 1m x 2m,,,NO_CATEGORY
1796,ESF5031,Welding Blanket – Medium Duty - Glass Fibre 1000°C (Various Sizes) - 2m x 2m,,,NO_CATEGORY
1797,ESF5035,Welding Blanket – Medium Duty - Glass Fibre 1000°C (Various Sizes) - 1m x 50m,,,NO_CATEGORY
1798,ESF5040,Welding Blanket – Heavy Duty - Silica Fabric 1150°C (Various Sizes) - 1m x 2m,,,NO_CATEGORY
1799,ESF5041,Welding Blanket – Heavy Duty - Silica Fabric 1150°C (Various Sizes) - 2m x 2m,,,NO_CATEGORY
1800,ESF5045,Heavy Duty Welding Blanket - 50 m Roll DISCONTINUED,Safety Equipment > Welding Blankets & Mats,SAFETY & PPE > Welding Workspace Safety > Welding Blankets & Mats,MAPPED
1805,ET0031-1045,Welding Mastergage Cam-Type Weld Gauge,Welding Tools & Benches > Welding & Marking Tools > Welding Gauges,WELDING WORKSHOP > Welding Tools & Equipment > Welding Gauges,MAPPED
1807,WAC34,Welders Angle Clamp [2 axis],Welding Tools & Benches > Welding & Marking Tools > Welding Tools,WELDING WORKSHOP > Welding Tools & Equipment,MAPPED
1820,EW150CR,150A Welding Electrode Holder Crocodile Type (EW150CR),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1824,EW200CR,200A Eco Welding Electrode Holder Crocodile Type (EW200CR),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1826,EW200CRQ,200A Welding Electrode Holder Crocodile Type (EW200CRQ),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1828,EW200NEV,200A Earth Clamp (Nevada Type) (EW200NEV),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Earth Clamps,ARC WELDING > Welding Cable & Connectors > Earth Clamps,MAPPED
1832,1078,Earth Clamp 350A  (Nevada Type),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Earth Clamps,ARC WELDING > Welding Cable & Connectors > Earth Clamps,MAPPED
1834,1030,Hi-Cool 400A Electrode Holder (1030),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1836,1018,400A Welding Electrode Holder Yellow Twist Grip (1018),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1839,EW500CR,500A Welding Electrode Holder Crocodile Type (EW500CR),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1840,EC500,500A Earth Clamp (MIG/TIG/ARC),Welding Consumables & Supplies > MMA/ARC Welding Supplies > Earth Clamps,ARC WELDING > Welding Cable & Connectors > Earth Clamps,MAPPED
1842,1031,Hand-Cool 600A Electrode Holder,Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1843,1019,600A Welding Electrode Holder Yellow Twist Grip,Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1844,1021,600A Welding Electrode Holder 605 Red Twist Grip,Welding Consumables & Supplies > MMA/ARC Welding Supplies > Electrode Holders MMA,ARC WELDING > Welding Cable & Connectors > Electrode Holders,MAPPED
1845,EZ6X4C,6' x 4' Flame Retardant Canvas Welding Curtain (EZ6X4C),Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1847,EZ6X4HA,6X4 Hi-Vis Amber Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1849,EZ6X4LG,6 x 4 Lo-Vis Green Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1850,EZ6X6C,6' x 6' Flame Retardant Canvas Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1851,EZ6X6HA,6' x 6' Hi-Vis Amber Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1852,1472,SWP Steel Curtain Frame - 6' x 6' Extends to 6' x 8'DISCONTINUED,Safety Equipment > Welding Screens & Curtains > Welding Curtain Frames & Arms,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1853,EZ6X8C,6' x 8' Flame Retardant Canvas Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1854,EZ6X8HA,6' x 8' Hi-Vis Amber Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1855,EZ6X8LG,6' x 8' Lo-Vis Green Welding Curtain,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1856,1455,8X6 Welding Screen Complete - Green,Safety Equipment > Welding Screens & Curtains > Welding Curtains & Frames - Standard,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1858,1474/30,Welding Curtain Split Ring - Pack of 30,Safety Equipment > Welding Screens & Curtains > Welding Curtain Frames & Arms,SAFETY & PPE > Welding Workspace Safety > Welding Screens & Curtains,MAPPED
1859,EZTENTTGCOV/EZTENTWSFRM,Welding/Work Shelter Trans Green Cover with Frame - 2 x 2 x 2 m,Safety Equipment > Welding Tents & Work Shelters,SAFETY & PPE > Welding Workspace Safety > Welding Tents & Shelters,MAPPED
1861,FO010050,Sifbronze Brazing Flux x 500grams,Gas Delivery & Control > Gas Flow Components > Gas Fluxers & Fluxes > Welding Fluxes,GAS & OXY-FUEL > Oxy-Fuel Welding Equipment,MAPPED
1868,RE903250,Siftrode Cut Welding Electrodes 5kg - 3.2mm,,,NO_CATEGORY
1871,HP16116/10,2% Thoriated 1.6 mm Tungsten Electrodes (Red Tip) - Pack of 10 Discontinued,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Thoriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Thoriated Tungsten,MAPPED
1872,HP16124-1107,2% Thoriated 2.4 mm Tungsten Electrodes (Red Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Thoriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Thoriated Tungsten,MAPPED
1873,HP16132,2% Thoriated 3.2 mm Tungsten Electrodes (Red Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Thoriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Thoriated Tungsten,MAPPED
1874,HP16140,2% Thoriated 4.0 mm Tungsten Electrode (Red Tip) (HP16140) Discontinued,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Thoriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Thoriated Tungsten,MAPPED
1875,HP16148,2% Thoriated 4.8 mm Tungsten Electrode (Red Tip) (HP16148) Discontinued,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Thoriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Thoriated Tungsten,MAPPED
1876,HP16216/10,Zirconiated 1.6 mm TIG Welding Tungsten Electrodes - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Zirconiated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Zirconiated Tungsten,MAPPED
1877,HP16224/TE2-3/32MM/10,Zirconiated 2.4 mm TIG Welding Tungsten Electrodes (White) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Zirconiated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Zirconiated Tungsten,MAPPED
1878,HP16232/10,Zirconiated 3.2 mm TIG Welding Tungsten Electrodes (White) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Zirconiated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Zirconiated Tungsten,MAPPED
1879,HP16240,Zirconiated 4.0 mm TIG Welding Tungsten Electrode (White) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Zirconiated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Zirconiated Tungsten,MAPPED
1881,HP16255,Zirconiated 5.5 mm TIG Welding Tungsten Electrodes DISCONTINUED,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Zirconiated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Zirconiated Tungsten,MAPPED
1882,HP16310,2% Ceriated 1.0mm Tungsten Electrodes (Grey Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1883,HP16312/10,2% Ceriated 1.2 mm Tungsten Electrodes (Grey Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1884,HP16316,2% Ceriated 1.6 mm Tungsten Electrodes (Grey Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1885,HP16324,2% Ceriated 2.4 mm Tungsten Electrodes (Grey Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1886,HP16332,2% Ceriated 3.2 mm Tungsten Electrodes (Grey Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1887,1100,2% Ceriated 4.0mm TIG Welding Tungsten Electrode (Grey Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1888,HP16348,2% Ceriated 4.8 mm TIG Welding Tungsten Electrodes (HP16348) - Discontinued,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Ceriated Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Ceriated Tungsten,MAPPED
1889,HP16716,Superstrike 1.6mm TIG Welding Tungsten Electrodes (Purple Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Superstrike AC/DC Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Superstrike AC/DC,MAPPED
1890,HP16724,Superstrike 2.4mm TIG Welding Tungsten Electrodes (Purple Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Superstrike AC/DC Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Superstrike AC/DC,MAPPED
1891,HP16732,Superstrike 3.2mm TIG Welding Tungsten  Electrodes (Purple Tip) - Pack of 10,Welding Consumables & Supplies > TIG Welding Supplies > Tungsten Electrodes > Superstrike AC/DC Tungsten Electrodes,TIG WELDING > TIG Welding Torches & Tungsten > Superstrike AC/DC,MAPPED
1892,MW15210,Argon Gas Economiser + Flow Tube (MW15210),Gas Delivery & Control > Gas Flow Components > Gas Economisers / Flowmeters,GAS & OXY-FUEL > Gas Regulators & Delivery > Gas Economisers / Flowmeters,MAPPED
1893,MW15210-1893,Shielding Gas Economiser & Flow Tube,Gas Delivery & Control > Gas Flow Components > Gas Economisers / Flowmeters,GAS & OXY-FUEL > Gas Regulators & Delivery > Gas Economisers / Flowmeters,MAPPED
1894,PJ3FL,Pipe Stand Folding Leg,Pipe Welding & Cutting Equipment > Pipe Stands > V Head Stands > Tri-Stands & Pipe Jacks,PIPE WELDING > Pipe Stands & Handling > V-Head Stands,MAPPED
1898,SSC3,Stainless Steel V-Head Cover,"Pipe Welding & Cutting Equipment > Pipe Stands > V Head Stands > Tri-Stands & Pipe Jacks, Pipe Welding & Cutting Equipment > Pipe Stands > V Head Stands > Single Tube Pipe Stands",PIPE WELDING > Pipe Stands & Handling > V-Head Stands,MAPPED
1906,SCC36,"Single Chain Pipe Welding Clamp (Steel) - Various Sizes - 10"" to 72"" - 10"" to 36""",,,NO_CATEGORY
1907,SCC36SS,"Single Chain Pipe Welding Clamp (Stainless Steel) - Various Sizes - 10"" to 72"" - 10"" to 36""",,,NO_CATEGORY
1908,PV290806152SF,Ceramibac Ceramic Back Square Groove 14mm x 600mm - 20 Pack,Welding Consumables & Supplies > Weld Backing Ceramics & Tapes > Ceramic Backing Strips,WELDING WORKSHOP > Welding Chemicals & Consumables > Weld Backing Ceramics,MAPPED
1910,PV290806312SF,Ceramic Backing Material Strips - 12mm Diameter x 600mm,Welding Consumables & Supplies > Weld Backing Ceramics & Tapes > Ceramic Backing Strips,WELDING WORKSHOP > Welding Chemicals & Consumables > Weld Backing Ceramics,MAPPED
1912,PV290806307SF,Ceramic Backing Material Strips Round 6mm x 600mm,Welding Consumables & Supplies > Weld Backing Ceramics & Tapes > Ceramic Backing Strips,WELDING WORKSHOP > Welding Chemicals & Consumables > Weld Backing Ceramics,MAPPED
1914,PV500102,Welding Overalls (Flame Retardant / Medium),Safety Equipment > Welding Clothing > Welding Overalls,SAFETY & PPE > Welding Protective Clothing > Welding Overalls,MAPPED
1959,QH180300LX,Air Cooled MIG Torch 180A - 3 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
1966,MB15/CON,Binzel Style Cylindrical MIG Nozzle for MB15 MIG Torch 180A - Pack of 10,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > MIG Welding Nozzles,MIG WELDING > MIG Welding Torches & Parts > MIG Welding Nozzles,MAPPED
1982,QH180326,MIG Liner 0.6 mm - 0.8 mm - 3 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Binzle-Style MIG Torch Consumables > Binzle-Style MIG Consumables > MIG Liners,MIG WELDING > MIG Welding Torches & Parts > MIG Liners,MAPPED
1983,QH180327,MIG Liner 1.0 mm - 1.2 mm - 3 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Binzle-Style MIG Torch Consumables > Binzle-Style MIG Consumables > MIG Liners,MIG WELDING > MIG Welding Torches & Parts > MIG Liners,MAPPED
1988,QH180400LX,Air Cooled MIG Torch 180A - 4 m (QH180400LX),Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
1991,QH180500LX,Air Cooled MIG Torch 180A - 5 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
1993,QH250300LX,250A Air Cooled Mig Torch (QH250300LX) - 3 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
1995,QH250400LX,250A Air Cooled Mig Torch (QH250400LX) - 4 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
1997,QH250402W/SP2572,Binzel Style Tapered Nozzle For MB15 MIG Torch - 250A - Pack of 5,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > MIG Welding Nozzles,MIG WELDING > MIG Welding Torches & Parts > MIG Welding Nozzles,MAPPED
1998,MB25/CON,Binzel Style Cylindrical MIG Nozzle for MB15 MIG Torch 250A - Pack of 10,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > MIG Welding Nozzles,MIG WELDING > MIG Welding Torches & Parts > MIG Welding Nozzles,MAPPED
2011,QH250424,MIG Liner 0.6 mm - 0.8 mm - 4 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Binzle-Style MIG Torch Consumables > Binzle-Style MIG Consumables > MIG Liners,MIG WELDING > MIG Welding Torches & Parts > MIG Liners,MAPPED
2012,QH250425,MIG Liner 0.6 mm - 0.8 mm - 5 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Binzle-Style MIG Torch Consumables > Binzle-Style MIG Consumables > MIG Liners,MIG WELDING > MIG Welding Torches & Parts > MIG Liners,MAPPED
2013,QH250426,MIG Liner 1.0 mm - 1.2 mm - 4 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Binzle-Style MIG Torch Consumables > Binzle-Style MIG Consumables > MIG Liners,MIG WELDING > MIG Welding Torches & Parts > MIG Liners,MAPPED
2014,QH250427,MIG Liner 1.0 mm - 1.2 mm - 5 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Binzle-Style MIG Torch Consumables > Binzle-Style MIG Consumables > MIG Liners,MIG WELDING > MIG Welding Torches & Parts > MIG Liners,MAPPED
2017,QH250500LX,250A Air Cooled Mig Torch (QH250500LX) - 5 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
2018,QH290300W,360A Air Cooled Mig Torch- 3 Metre (QH290300W),Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro MIG Torches - ERGO,MIG WELDING > MIG Welding Torches & Parts > Euro MIG Torches - ERGO,MAPPED
2019,QH290400LX,360A Air Cooled Mig Torch - 4 Metre (QH290400LX),Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro Connection MIG Torches,MIG WELDING > MIG Welding Torches & Parts > Euro Connection MIG Torches,MAPPED
2020,QH290400W,360A Air Cooled Mig Torch (QH290400W) - 4 m,Welding Consumables & Supplies > MIG Welding Supplies > MIG Torches & Consumables > Euro MIG Torches - ERGO,MIG WELDING > MIG Welding Torches & Parts > Euro MIG Torches - ERGO,MAPPED
